beam,applicator,ssd_cm,baseline_field_x_by_y_cm,rotated_field_x_by_y_cm,chamber_longitudinal_axis,source_model,spectrum_variant,Dw_rotated_water_per_history,u_Dw_rotated_pct,Dcav_rotated_RW3_per_history,u_Dcav_rotated_pct,R_direct_rotated,u_R_direct_rotated_pct,K_rotated,u_K_rotated_pct,K_nominal_stage8s3d,u_R_direct_nominal_pct,rotated_over_nominal_ratio,delta_K_orientation_pct,u_rotated_over_nominal_ratio_pct,z_orientation_shift,R_Co_cancels_in_orientation_ratio,precision_gate
Q120,F40,40.0,4x15,15x4,x,finite_7p5mm,hw_be0p8_a20,2.565e-16,0.082,2.5711e-16,0.393,0.9976274746217572,0.40146357244462416,0.8906062117231163,0.4121624558350748,0.9008060367825194,0.40342161568265034,0.9886770018817429,-1.13229981182571,0.5691414586901924,1.989487489510175,true,true
Q120,F40,40.0,6x8,8x6,x,finite_7p5mm,hw_be0p8_a20,2.6534e-16,0.072,2.6529e-16,0.347,1.0001884729918202,0.3543910269744424,0.892892477002103,0.3664667652052502,0.8977613683979976,0.35537022947906033,0.9945766307536903,-0.5423369246309706,0.5018774750872965,1.0806161893132116,true,true
Q140,F40,40.0,4x15,15x4,x,finite_7p5mm,hw_be0p8_a20,2.4998e-16,0.082,2.4403e-16,0.398,1.0243822480842522,0.40635944679556796,0.9144908460631809,0.41693271639438423,0.9248078854495254,0.4071387969722365,0.988844126927692,-1.1155873072308031,0.5752303886270266,1.9393747779798511,true,true
Q140,F40,40.0,6x8,8x6,x,finite_7p5mm,hw_be0p8_a20,2.5836e-16,0.072,2.4867e-16,0.353,1.0389673060682834,0.36026795583287724,0.9275112806135073,0.37215304647416225,0.9162029865139265,0.3583085262730989,1.0123425641108286,1.2342564110828569,0.5081121923355116,2.429102134726704,true,true
Q150,F40,40.0,4x15,15x4,x,finite_7p5mm,hw_be0p8_a20,2.4817e-16,0.08,2.3641e-16,0.402,1.0497440886595322,0.4098829101097044,0.9371319754743768,0.4203675653520381,0.9519202951369722,0.41282562904936027,0.9844647501076048,-1.5535249892395186,0.58174650836941,2.6704500446318584,true,true
Q150,F40,40.0,6x8,8x6,x,finite_7p5mm,hw_be0p8_a20,2.5665e-16,0.071,2.426e-16,0.356,1.057914262159934,0.3630110191165001,0.9444256872610056,0.3748091380956446,0.9438189549287888,0.3620303854650877,1.0006428482168623,0.0642848216862335,0.5126821627480324,0.1253892301258539,true,true
Q200,F40,40.0,4x15,15x4,x,finite_7p5mm,hw_be0p8_a20,2.8301e-16,0.077,2.6424e-16,0.39,1.0710339085679685,0.39752861532221806,0.9561379134013658,0.4083306135963847,0.9663421744165223,0.3985097238462319,0.9894403232257581,-1.0559676774241855,0.562884535229029,1.8759934077679512,true,true
Q200,F40,40.0,6x8,8x6,x,finite_7p5mm,hw_be0p8_a20,2.9142e-16,0.068,2.7123e-16,0.344,1.074438668288906,0.35065652710308987,0.9591774248763693,0.3628565694596144,0.9618500752753394,0.35065652710308987,0.9972213440871177,-0.27786559128822885,0.4959032163638385,0.560322220383346,true,true
